League,Week,Date,Home Team,Home Goals,Away Team,Away Goals,Season
Süper Lig,Round 3,27/08/23,Karagümrük,1,Ankaragücü,1,23/24
Süper Lig,Round 3,27/08/23,Kayserispor,2,Samsunspor,1,23/24
Süper Lig,Round 3,27/08/23,Alanyaspor,0,Hatayspor,0,23/24
Süper Lig,Round 3,27/08/23,Fenerbahçe,,Başakşehir,,23/24
Süper Lig,Round 3,28/08/23,Adana DS,,Beşiktaş,,23/24
Süper Lig,Round 3,26/09/23,İstanbulspor,0,Galatasaray,1,23/24
Süper Lig,Round 3,27/09/23,Adana DS,4,Beşiktaş,2,23/24
Süper Lig,Round 3,28/09/23,Fenerbahçe,4,Başakşehir,0,23/24
Süper Lig,Round 4,01/09/23,Rizespor,1,Karagümrük,0,23/24
Süper Lig,Round 4,01/09/23,Kasımpaşa,1,Trabzonspor,5,23/24
Süper Lig,Round 4,02/09/23,Başakşehir,0,Konyaspor,1,23/24
Süper Lig,Round 4,02/09/23,Pendikspor,1,Alanyaspor,1,23/24
Süper Lig,Round 4,02/09/23,Antalyaspor,1,Kayserispor,1,23/24
Süper Lig,Round 4,02/09/23,Gaziantep,0,Galatasaray,3,23/24
Süper Lig,Round 4,03/09/23,Beşiktaş,2,Sivasspor,0,23/24
Süper Lig,Round 4,03/09/23,Hatayspor,3,Adana DS,3,23/24
Süper Lig,Round 4,03/09/23,Ankaragücü,0,Fenerbahçe,1,23/24
Süper Lig,Round 4,08/11/23,Samsunspor,2,İstanbulspor,1,23/24
Süper Lig,Round 5,16/09/23,Kayserispor,2,Gaziantep,0,23/24
Süper Lig,Round 5,16/09/23,Konyaspor,1,Rizespor,2,23/24
Süper Lig,Round 5,16/09/23,Adana DS,3,Pendikspor,0,23/24
Süper Lig,Round 5,16/09/23,Galatasaray,4,Samsunspor,2,23/24
Süper Lig,Round 5,17/09/23,Fenerbahçe,3,Antalyaspor,2,23/24
Süper Lig,Round 5,17/09/23,İstanbulspor,0,Başakşehir,2,23/24
Süper Lig,Round 5,17/09/23,Alanyaspor,3,Kasımpaşa,3,23/24
Süper Lig,Round 5,17/09/23,Trabzonspor,3,Beşiktaş,0,23/24
Süper Lig,Round 5,18/09/23,Karagümrük,0,Hatayspor,0,23/24
Süper Lig,Round 5,18/09/23,Sivasspor,1,Ankaragücü,3,23/24
Süper Lig,Round 6,22/09/23,Gaziantep,2,İstanbulspor,0,23/24
Süper Lig,Round 6,23/09/23,Rizespor,1,Sivasspor,1,23/24
Süper Lig,Round 6,23/09/23,Pendikspor,1,Karagümrük,1,23/24
Süper Lig,Round 6,23/09/23,Antalyaspor,2,Samsunspor,0,23/24
Süper Lig,Round 6,23/09/23,Başakşehir,1,Galatasaray,2,23/24
Süper Lig,Round 6,24/09/23,Beşiktaş,2,Kayserispor,1,23/24
Süper Lig,Round 6,24/09/23,Ankaragücü,1,Konyaspor,1,23/24
Süper Lig,Round 6,24/09/23,Alanyaspor,0,Fenerbahçe,1,23/24
Süper Lig,Round 6,24/09/23,Kasımpaşa,2,Adana DSx3,1,23/24
Süper Lig,Round 6,25/09/23,Hatayspor,3,Trabzonspor,2,23/24
Süper Lig,Round 7,28/09/23,Fenerbahçe,,Rizespor,,23/24
Süper Lig,Round 7,29/09/23,Samsunspor,1,Gaziantep,2,23/24
Süper Lig,Round 7,30/09/23,Sivasspor,0,Hatayspor,0,23/24
Süper Lig,Round 7,30/09/23,İstanbulspor,1,Antalyaspor,2,23/24
Süper Lig,Round 7,30/09/23,Trabzonspor,2,Pendikspor,1,23/24
Süper Lig,Round 7,30/09/23,Galatasaray,2,Ankaragücü,1,23/24
Süper Lig,Round 7,01/10/23,Karagümrük,2,Kasımpaşa,3,23/24
Süper Lig,Round 7,01/10/23,Fenerbahçe,5,Rizespor,0,23/24
Süper Lig,Round 7,01/10/23,Adana DS,4,Alanyaspor,0,23/24
Süper Lig,Round 7,01/10/23,Konyaspor,0,Beşiktaş,2,23/24
Süper Lig,Round 7,02/10/23,Kayserispor,0,Başakşehir,0,23/24
Süper Lig,Round 8,06/10/23,Adana DS,1,Trabzonspor,0,23/24
Süper Lig,Round 8,06/10/23,Alanyaspor,2,Karagümrük,1,23/24
Süper Lig,Round 8,07/10/23,Pendikspor,2,Sivasspor,3,23/24
Süper Lig,Round 8,07/10/23,Ankaragücü,3,Kayserispor,0,23/24
Süper Lig,Round 8,07/10/23,Antalyaspor,0,Galatasaray,2,23/24
Süper Lig,Round 8,07/10/23,Başakşehir,2,Gaziantep,0,23/24
Süper Lig,Round 8,08/10/23,Rizespor,1,Samsunspor,0,23/24
Süper Lig,Round 8,08/10/23,Beşiktaş,2,İstanbulspor,0,23/24
Süper Lig,Round 8,08/10/23,Hatayspor,3,Konyaspor,1,23/24
Süper Lig,Round 8,08/10/23,Kasımpaşa,0,Fenerbahçe,2,23/24
Süper Lig,Round 9,21/10/23,Kayserispor,3,Rizespor,1,23/24
Süper Lig,Round 9,21/10/23,Gaziantep,1,Antalyaspor,0,23/24
Süper Lig,Round 9,21/10/23,Konyaspor,1,Pendikspor,2,23/24
Süper Lig,Round 9,21/10/23,Galatasaray,2,Beşiktaş,1,23/24
Süper Lig,Round 9,22/10/23,Sivasspor,0,Kasımpaşa,1,23/24
Süper Lig,Round 9,22/10/23,İstanbulspor,2,Ankaragücü,1,23/24
Süper Lig,Round 9,22/10/23,Fenerbahçe,4,Hatayspor,2,23/24
Süper Lig,Round 9,22/10/23,Samsunspor,0,Başakşehir,0,23/24
Süper Lig,Round 9,23/10/23,Karagümrük,2,Adana DS,0,23/24
Süper Lig,Round 9,23/10/23,Trabzonspor,1,Alanyaspor,0,23/24
Süper Lig,Round 10,27/10/23,Hatayspor,1,Kayserispor,2,23/24
Süper Lig,Round 10,27/10/23,Kasımpaşa,3,İstanbulspor,1,23/24
Süper Lig,Round 10,28/10/23,Alanyaspor,1,Sivasspor,2,23/24
Süper Lig,Round 10,28/10/23,Adana DS,3,Konyaspor,0,23/24
Süper Lig,Round 10,28/10/23,Rizespor,0,Galatasaray,1,23/24
Süper Lig,Round 10,29/10/23,Karagümrük,0,Trabzonspor,0,23/24
Süper Lig,Round 10,29/10/23,Antalyaspor,1,Başakşehir,0,23/24
Süper Lig,Round 10,29/10/23,Ankaragücü,2,Samsunspor,0,23/24
Süper Lig,Round 10,29/10/23,Pendikspor,0,Fenerbahçe,5,23/24
Süper Lig,Round 10,30/10/23,Beşiktaş,2,Gaziantep,0,23/24
Süper Lig,Round 11,03/11/23,Galatasaray,2,Kasımpaşa,1,23/24
Süper Lig,Round 11,04/11/23,İstanbulspor,2,Pendikspor,4,23/24
Süper Lig,Round 11,04/11/23,Samsunspor,2,Hatayspor,1,23/24
Süper Lig,Round 11,04/11/23,Fenerbahçe,2,Trabzonspor,3,23/24
Süper Lig,Round 11,05/11/23,Sivasspor,1,Adana DS,1,23/24
Süper Lig,Round 11,05/11/23,Başakşehir,3,Ankaragücü,3,23/24
Süper Lig,Round 11,05/11/23,Konyaspor,1,Karagümrük,1,23/24
Süper Lig,Round 11,05/11/23,Antalyaspor,3,Beşiktaş,2,23/24
Süper Lig,Round 11,06/11/23,Gaziantep,2,Rizespor,0,23/24
Süper Lig,Round 11,06/11/23,Kayserispor,1,Alanyaspor,0,23/24
Süper Lig,Round 12,10/11/23,Ankaragücü,0,Antalyaspor,4,23/24
Süper Lig,Round 12,10/11/23,Trabzonspor,2,Konyaspor,1,23/24
Süper Lig,Round 12,11/11/23,Kasımpaşa,3,Kayserispor,4,23/24
Süper Lig,Round 12,11/11/23,Alanyaspor,0,Gaziantep,3,23/24
Süper Lig,Round 12,11/11/23,Karagümrük,3,Sivasspor,0,23/24
Süper Lig,Round 12,11/11/23,Hatayspor,2,Galatasaray,1,23/24
Süper Lig,Round 12,12/11/23,Pendikspor,1,Samsunspor,0,23/24
Süper Lig,Round 12,12/11/23,Beşiktaş,1,Başakşehir,0,23/24
Süper Lig,Round 12,12/11/23,Rizespor,1,İstanbulspor,0,23/24
Süper Lig,Round 12,12/11/23,Adana DS,0,Fenerbahçe,0,23/24
Süper Lig,Round 13,25/11/23,İstanbulspor,2,Hatayspor,1,23/24
Süper Lig,Round 13,25/11/23,Gaziantep,0,Ankaragücü,1,23/24
Süper Lig,Round 13,25/11/23,Konyaspor,2,Kasımpaşa,0,23/24
Süper Lig,Round 13,25/11/23,Galatasaray,4,Alanyaspor,0,23/24
Süper Lig,Round 13,26/11/23,Kayserispor,1,Adana DS,1,23/24
Süper Lig,Round 13,26/11/23,Antalyaspor,0,Rizespor,0,23/24
Süper Lig,Round 13,26/11/23,Samsunspor,1,Beşiktaş,2,23/24
Süper Lig,Round 13,26/11/23,Fenerbahçe,2,Karagümrük,1,23/24
Süper Lig,Round 13,27/11/23,Başakşehir,4,Pendikspor,1,23/24
Süper Lig,Round 13,27/11/23,Sivasspor,3,Trabzonspor,3,23/24
Süper Lig,Round 14,01/12/23,Karagümrük,3,İstanbulspor,0,23/24
Süper Lig,Round 14,01/12/23,Hatayspor,3,Antalyaspor,3,23/24
Süper Lig,Round 14,02/12/23,Alanyaspor,2,Konyaspor,2,23/24
Süper Lig,Round 14,02/12/23,Rizespor,3,Başakşehir,2,23/24
Süper Lig,Round 14,02/12/23,Adana DS,2,Samsunspor,3,23/24
Süper Lig,Round 14,02/12/23,Pendikspor,0,Galatasaray,2,23/24
Süper Lig,Round 14,03/12/23,Kasımpaşa,4,Gaziantep,2,23/24
Süper Lig,Round 14,03/12/23,Trabzonspor,0,Kayserispor,1,23/24
Süper Lig,Round 14,03/12/23,Ankaragücü,1,Beşiktaş,1,23/24
Süper Lig,Round 14,04/12/23,Fenerbahçe,4,Sivasspor,1,23/24
Süper Lig,Round 15,08/12/23,Galatasaray,3,Adana DS,1,23/24
Süper Lig,Round 15,09/12/23,Antalyaspor,2,Karagümrük,1,23/24
Süper Lig,Round 15,09/12/23,Samsunspor,4,Kasımpaşa,2,23/24
Süper Lig,Round 15,09/12/23,Beşiktaş,1,Fenerbahçe,3,23/24
Süper Lig,Round 15,10/12/23,İstanbulspor,0,Alanyaspor,1,23/24
Süper Lig,Round 15,10/12/23,Başakşehir,1,Hatayspor,0,23/24
Süper Lig,Round 15,10/12/23,Kayserispor,2,Pendikspor,0,23/24
Süper Lig,Round 15,10/12/23,Gaziantep,1,Trabzonspor,3,23/24
Süper Lig,Round 15,11/12/23,Konyaspor,0,Sivasspor,1,23/24
Süper Lig,Round 15,11/12/23,Ankaragücü,1,Rizespor,1,23/24
Süper Lig,Round 16,09/01/24,Alanyaspor,1,Ankaragücü,1,23/24
Süper Lig,Round 16,09/01/24,Pendikspor,0,Antalyaspor,1,23/24
Süper Lig,Round 16,09/01/24,Rizespor,0,Beşiktaş,4,23/24
Süper Lig,Round 16,09/01/24,Kasımpaşa,0,Başakşehir,3,23/24
Süper Lig,Round 16,10/01/24,Karagümrük,4,Kayserispor,1,23/24
Süper Lig,Round 16,10/01/24,Hatayspor,0,Gaziantep,0,23/24
Süper Lig,Round 16,10/01/24,Adana DS,2,İstanbulspor,2,23/24
Süper Lig,Round 16,10/01/24,Fenerbahçe,7,Konyaspor,1,23/24
Süper Lig,Round 16,11/01/24,Sivasspor,1,Galatasaray,1,23/24
Süper Lig,Round 16,11/01/24,Trabzonspor,2,Samsunspor,1,23/24
Süper Lig,Round 17,19/12/23,Başakşehir,3,Sivasspor,1,23/24
Süper Lig,Round 17,19/12/23,Gaziantep,2,Adana DS,2,23/24
Süper Lig,Round 17,19/12/23,İstanbulspor,1,Trabzonspor,2,23/24
Süper Lig,Round 17,20/12/23,Kayserispor,3,Fenerbahçex2,4,23/24
Süper Lig,Round 17,20/12/23,Antalyaspor,0,Kasımpaşa,0,23/24
Süper Lig,Round 17,20/12/23,Galatasaray,1,Karagümrük,0,23/24
Süper Lig,Round 17,21/12/23,Rizespor,5,Pendikspor,1,23/24
Süper Lig,Round 17,21/12/23,Samsunspor,1,Konyaspor,1,23/24
Süper Lig,Round 17,21/12/23,Beşiktaş,1,Alanyaspor,3,23/24
Süper Lig,Round 17,21/12/23,Ankaragücü,0,Hatayspor,0,23/24
Süper Lig,Round 18,23/12/23,Sivasspor,1,İstanbulspor,0,23/24
Süper Lig,Round 18,23/12/23,Karagümrük,0,Gaziantep,3,23/24
Süper Lig,Round 18,23/12/23,Trabzonspor,1,Başakşehir,1,23/24
Süper Lig,Round 18,24/12/23,Konyaspor,2,Kayserispor,0,23/24
Süper Lig,Round 18,24/12/23,Adana DS,2,Antalyaspor,1,23/24
Süper Lig,Round 18,24/12/23,Fenerbahçe,0,Galatasaray,0,23/24
Süper Lig,Round 18,25/12/23,Alanyaspor,3,Samsunspor,1,23/24
Süper Lig,Round 18,25/12/23,Kasımpaşa,2,Rizespor,2,23/24
Süper Lig,Round 18,25/12/23,Hatayspor,1,Beşiktaş,2,23/24
Süper Lig,Round 18,25/12/23,Pendikspor,1,Ankaragücü,1,23/24
Süper Lig,Round 19,05/01/24,Gaziantep,2,Pendikspor,2,23/24
Süper Lig,Round 19,05/01/24,Antalyaspor,0,Alanyaspor,0,23/24
Süper Lig,Round 19,05/01/24,Beşiktaş,1,Kasımpaşa,3,23/24
Süper Lig,Round 19,06/01/24,Rizespor,2,Hatayspor,0,23/24
Süper Lig,Round 19,06/01/24,Başakşehir,0,Adana DS,0,23/24
Süper Lig,Round 19,06/01/24,Ankaragücü,0,Trabzonspor,1,23/24
Süper Lig,Round 19,06/01/24,Samsunspor,1,Karagümrük,0,23/24
Süper Lig,Round 19,07/01/24,Kayserispor,1,Sivasspor,3,23/24
Süper Lig,Round 19,07/01/24,İstanbulspor,1,Fenerbahçe,5,23/24
Süper Lig,Round 19,07/01/24,Galatasaray,3,Konyaspor,0,23/24
Süper Lig,Round 20,13/01/24,Hatayspor,1,Pendikspor,1,23/24
Süper Lig,Round 20,13/01/24,Ankaragücü,3,Kasımpaşa,1,23/24
Süper Lig,Round 20,13/01/24,Başakşehir,3,Alanyaspor,2,23/24
Süper Lig,Round 20,13/01/24,Beşiktaş,3,Karagümrük,0,23/24
Süper Lig,Round 20,13/01/24,Rizespor,1,Adana DS,0,23/24
Süper Lig,Round 20,14/01/24,İstanbulspor,0,Konyaspor,0,23/24
Süper Lig,Round 20,14/01/24,Antalyaspor,1,Trabzonspor,1,23/24
Süper Lig,Round 20,14/01/24,Samsunspor,2,Sivasspor,0,23/24
Süper Lig,Round 20,14/01/24,Gaziantep,0,Fenerbahçe,1,23/24
Süper Lig,Round 20,15/01/24,Galatasaray,2,Kayserispor,1,23/24
Süper Lig,Round 21,20/01/24,Kasımpaşa,3,Hatayspor,0,23/24
Süper Lig,Round 21,20/01/24,Alanyaspor,2,Rizespor,1,23/24
Süper Lig,Round 21,20/01/24,Karagümrük,1,Başakşehir,1,23/24
Süper Lig,Round 21,20/01/24,Pendikspor,4,Beşiktaş,0,23/24
Süper Lig,Round 21,20/01/24,Adana DS,1,Ankaragücü,1,23/24
Süper Lig,Round 21,21/01/24,Sivasspor,2,Gaziantep,2,23/24
Süper Lig,Round 21,21/01/24,Fenerbahçe,1,Samsunspor,1,23/24
Süper Lig,Round 21,21/01/24,Konyaspor,1,Antalyaspor,1,23/24
Süper Lig,Round 21,21/01/24,Trabzonspor,1,Galatasaray,5,23/24
Süper Lig,Round 21,22/01/24,Kayserispor,0,İstanbulspor,1,23/24
Süper Lig,Round 22,23/01/24,Hatayspor,1,Alanyaspor,1,23/24
Süper Lig,Round 22,23/01/24,Beşiktaş,0,Adana DS,0,23/24
Süper Lig,Round 22,23/01/24,Pendikspor,3,Kasımpaşa,2,23/24
Süper Lig,Round 22,24/01/24,Gaziantep,1,Konyaspor,1,23/24
Süper Lig,Round 22,24/01/24,Ankaragücü,2,Karagümrük,0,23/24
Süper Lig,Round 22,24/01/24,Antalyaspor,2,Sivasspor,1,23/24
Süper Lig,Round 22,24/01/24,Başakşehirx2,0,Fenerbahçe,1,23/24
Süper Lig,Round 22,25/01/24,Samsunspor,2,Kayserispor,0,23/24
Süper Lig,Round 22,25/01/24,Rizespor,1,Trabzonspor,0,23/24
Süper Lig,Round 22,25/01/24,Galatasaray,3,İstanbulspor,1,23/24
Süper Lig,Round 23,27/01/24,Alanyaspor,1,Pendikspor,1,23/24
Süper Lig,Round 23,27/01/24,Adana DS,0,Hatayspor,1,23/24
Süper Lig,Round 23,28/01/24,Konyaspor,2,Başakşehir,3,23/24
Süper Lig,Round 23,28/01/24,Karagümrük,4,Rizespor,0,23/24
Süper Lig,Round 23,28/01/24,Sivasspor,1,Beşiktaş,0,23/24
Süper Lig,Round 23,28/01/24,Fenerbahçe,2,Ankaragücü,1,23/24
Süper Lig,Round 23,29/01/24,İstanbulspor,1,Samsunspor,1,23/24
Süper Lig,Round 23,29/01/24,Kayserispor,1,Antalyaspor,1,23/24
Süper Lig,Round 23,29/01/24,Galatasaray,2,Gaziantep,1,23/24
Süper Lig,Round 23,29/01/24,Trabzonspor,2,Kasımpaşa,3,23/24
Süper Lig,Round 24,02/02/24,Hatayspor,3,Karagümrük,1,23/24
Süper Lig,Round 24,02/02/24,Ankaragücü,0,Sivasspor,0,23/24
Süper Lig,Round 24,02/02/24,Samsunspor,0,Galatasaray,2,23/24
Süper Lig,Round 24,03/02/24,Rizespor,0,Konyaspor,0,23/24
Süper Lig,Round 24,03/02/24,Başakşehir,2,İstanbulspor,0,23/24
Süper Lig,Round 24,03/02/24,Antalyaspor,0,Fenerbahçe,2,23/24
Süper Lig,Round 24,03/02/24,Gaziantep,1,Kayserispor,1,23/24
Süper Lig,Round 24,04/02/24,Pendikspor,2,Adana DS,1,23/24
Süper Lig,Round 24,04/02/24,Kasımpaşa,2,Alanyaspor,1,23/24
Süper Lig,Round 24,04/02/24,Beşiktaş,2,Trabzonspor,0,23/24
Süper Lig,Round 25,09/02/24,Adana DS,1,Kasımpaşa,3,23/24
Süper Lig,Round 25,10/02/24,Karagümrük,2,Pendikspor,0,23/24
Süper Lig,Round 25,10/02/24,Galatasaray,2,Başakşehir,0,23/24
Süper Lig,Round 25,11/02/24,Sivasspor,1,Rizespor,0,23/24
Süper Lig,Round 25,11/02/24,İstanbulspor,1,Gaziantep,3,23/24
Süper Lig,Round 25,11/02/24,Konyaspor,1,Ankaragücü,0,23/24
Süper Lig,Round 25,11/02/24,Fenerbahçe,2,Alanyaspor,2,23/24
Süper Lig,Round 25,12/02/24,Trabzonspor,2,Hatayspor,0,23/24
Süper Lig,Round 25,12/02/24,Kayserispor,0,Beşiktaş,0,23/24
Süper Lig,Round 25,12/02/24,Samsunspor,2,Antalyaspor,0,23/24
Süper Lig,Round 26,16/02/24,Kasımpaşa,1,Karagümrük,1,23/24
Süper Lig,Round 26,17/02/24,Antalyaspor,2,İstanbulspor,2,23/24
Süper Lig,Round 26,17/02/24,Hatayspor,1,Sivasspor,1,23/24
Süper Lig,Round 26,17/02/24,Rizespor,1,Fenerbahçe,3,23/24
Süper Lig,Round 26,18/02/24,Alanyaspor,3,Adana DS,3,23/24
Süper Lig,Round 26,18/02/24,Gaziantep,1,Samsunspor,1,23/24
Süper Lig,Round 26,18/02/24,Pendikspor,0,Trabzonspor,2,23/24
Süper Lig,Round 26,18/02/24,Ankaragücü,0,Galatasaray,3,23/24
Süper Lig,Round 26,19/02/24,Başakşehir,2,Kayserispor,3,23/24
Süper Lig,Round 26,19/02/24,Beşiktaş,2,Konyaspor,0,23/24
Süper Lig,Round 27,23/02/24,Samsunspor,3,Rizespor,0,23/24
Süper Lig,Round 27,24/02/24,Kayserispor,3,Ankaragücü,2,23/24
Süper Lig,Round 27,24/02/24,Gaziantep,0,Başakşehir,2,23/24
Süper Lig,Round 27,24/02/24,Fenerbahçe,2,Kasımpaşa,1,23/24
Süper Lig,Round 27,24/02/24,Konyaspor,2,Hatayspor,0,23/24
Süper Lig,Round 27,25/02/24,Sivasspor,4,Pendikspor,1,23/24
Süper Lig,Round 27,25/02/24,Karagümrük,1,Alanyaspor,1,23/24
Süper Lig,Round 27,25/02/24,Trabzonspor,1,Adana DS,0,23/24
Süper Lig,Round 27,25/02/24,İstanbulspor,0,Beşiktaş,2,23/24
Süper Lig,Round 27,26/02/24,Galatasaray,2,Antalyaspor,1,23/24
Süper Lig,Round 28,01/03/24,Kasımpaşa,0,Sivasspor,0,23/24
Süper Lig,Round 28,02/03/24,Ankaragücü,1,İstanbulspor,1,23/24
Süper Lig,Round 28,02/03/24,Rizespor,3,Kayserispor,0,23/24
Süper Lig,Round 28,02/03/24,Hatayspor,0,Fenerbahçe,2,23/24
Süper Lig,Round 28,03/03/24,Başakşehir,1,Samsunspor,0,23/24
Süper Lig,Round 28,03/03/24,Pendikspor,0,Konyaspor,2,23/24
Süper Lig,Round 28,03/03/24,Beşiktaş,0,Galatasaray,1,23/24
Süper Lig,Round 28,04/03/24,Adana DS,1,Karagümrük,0,23/24
Süper Lig,Round 28,04/03/24,Alanyaspor,3,Trabzonspor,1,23/24
Süper Lig,Round 28,04/03/24,Antalyaspor,1,Gaziantep,0,23/24
Süper Lig,Round 29,08/03/24,Galatasaray,6,Rizespor,2,23/24
Süper Lig,Round 29,09/03/24,Sivasspor,1,Alanyaspor,2,23/24
Süper Lig,Round 29,09/03/24,Konyaspor,2,Adana DS,2,23/24
Süper Lig,Round 29,09/03/24,Başakşehir,1,Antalyaspor,0,23/24
Süper Lig,Round 29,09/03/24,Trabzonspor,5,Karagümrük,1,23/24
Süper Lig,Round 29,10/03/24,Kayserispor,1,Hatayspor,1,23/24
Süper Lig,Round 29,10/03/24,İstanbulspor,1,Kasımpaşa,2,23/24
Süper Lig,Round 29,10/03/24,Samsunspor,2,Ankaragücü,1,23/24
Süper Lig,Round 29,10/03/24,Fenerbahçe,4,Pendiksporx2,1,23/24
Süper Lig,Round 29,11/03/24,Gaziantep,2,Beşiktaş,0,23/24
Süper Lig,Round 30,15/03/24,Karagümrük,1,Konyaspor,1,23/24
Süper Lig,Round 30,15/03/24,Pendikspor,1,İstanbulspor,0,23/24
Süper Lig,Round 30,16/03/24,Alanyaspor,1,Kayserispor,0,23/24
Süper Lig,Round 30,16/03/24,Ankaragücü,2,Başakşehir,1,23/24
Süper Lig,Round 30,16/03/24,Adana DS,4,Sivasspor,1,23/24
Süper Lig,Round 30,16/03/24,Beşiktaş,1,Antalyaspor,2,23/24
Süper Lig,Round 30,17/03/24,Rizespor,3,Gaziantep,1,23/24
Süper Lig,Round 30,17/03/24,Hatayspor,3,Samsunspor,0,23/24
Süper Lig,Round 30,17/03/24,Kasımpaşa,3,Galatasaray,4,23/24
Süper Lig,Round 30,17/03/24,Trabzonspor,2,Fenerbahçe,3,23/24
Süper Lig,Round 31,02/04/24,İstanbulspor,0,Rizespor,4,23/24
Süper Lig,Round 31,02/04/24,Antalyaspor,1,Ankaragücü,1,23/24
Süper Lig,Round 31,02/04/24,Galatasaray,1,Hatayspor,0,23/24
Süper Lig,Round 31,02/04/24,Gaziantep,0,Alanyaspor,3,23/24
Süper Lig,Round 31,03/04/24,Sivasspor,1,Karagümrük,0,23/24
Süper Lig,Round 31,03/04/24,Fenerbahçe,4,Adana DS,2,23/24
Süper Lig,Round 31,03/04/24,Kayserispor,0,Kasımpaşa,2,23/24
Süper Lig,Round 31,03/04/24,Konyaspor,1,Trabzonspor,3,23/24
Süper Lig,Round 31,04/04/24,Başakşehir,1,Beşiktaş,1,23/24
Süper Lig,Round 31,04/04/24,Samsunspor,0,Pendikspor,0,23/24
Süper Lig,Round 32,12/04/24,Trabzonspor,0,Sivasspor,1,23/24
Süper Lig,Round 32,13/04/24,Kasımpaşa,0,Konyaspor,2,23/24
Süper Lig,Round 32,13/04/24,Ankaragücü,3,Gaziantep,1,23/24
Süper Lig,Round 32,13/04/24,Adana DS,0,Kayserispor,0,23/24
Süper Lig,Round 32,13/04/24,Beşiktaş,1,Samsunspor,1,23/24
Süper Lig,Round 32,14/04/24,Pendikspor,2,Başakşehir,3,23/24
Süper Lig,Round 32,14/04/24,Rizespor,3,Antalyaspor,0,23/24
Süper Lig,Round 32,14/04/24,Hatayspor,0,İstanbulspor,3,23/24
Süper Lig,Round 32,14/04/24,Karagümrükx2,1,Fenerbahçe,2,23/24
Süper Lig,Round 32,15/04/24,Alanyaspor,0,Galatasaray,4,23/24
Süper Lig,Round 33,19/04/24,Beşiktaş,2,Ankaragücü,0,23/24
Süper Lig,Round 33,20/04/24,İstanbulspor,1,Karagümrük,2,23/24
Süper Lig,Round 33,20/04/24,Konyaspor,0,Alanyaspor,2,23/24
Süper Lig,Round 33,20/04/24,Kayserispor,1,Trabzonspor,2,23/24
Süper Lig,Round 33,20/04/24,Samsunspor,1,Adana DS,1,23/24
Süper Lig,Round 33,21/04/24,Başakşehir,2,Rizespor,0,23/24
Süper Lig,Round 33,21/04/24,Antalyaspor,2,Hatayspor,1,23/24
Süper Lig,Round 33,21/04/24,Galatasaray,4,Pendikspor,1,23/24
Süper Lig,Round 33,21/04/24,Gaziantep,2,Kasımpaşa,0,23/24
Süper Lig,Round 33,22/04/24,Sivasspor,2,Fenerbahçe,2,23/24
Süper Lig,Round 34,26/04/24,Adana DS,0,Galatasaray,3,23/24
Süper Lig,Round 34,27/04/24,Kasımpaşa,1,Samsunspor,0,23/24
Süper Lig,Round 34,27/04/24,Sivasspor,1,Konyaspor,0,23/24
Süper Lig,Round 34,27/04/24,Fenerbahçe,2,Beşiktaş,1,23/24
Süper Lig,Round 34,27/04/24,Hatayspor,1,Başakşehir,2,23/24
Süper Lig,Round 34,28/04/24,Alanyaspor,6,İstanbulspor,0,23/24
Süper Lig,Round 34,28/04/24,Pendikspor,1,Kayserispor,2,23/24
Süper Lig,Round 34,28/04/24,Rizespor,2,Ankaragücü,2,23/24
Süper Lig,Round 34,28/04/24,Trabzonspor,4,Gaziantep,2,23/24
Süper Lig,Round 34,29/04/24,Karagümrük,4,Antalyaspor,1,23/24
Süper Lig,Round 35,03/05/24,Beşiktaş,3,Rizespor,2,23/24
Süper Lig,Round 35,03/05/24,Ankaragücü,1,Alanyaspor,1,23/24
Süper Lig,Round 35,04/05/24,İstanbulspor,0,Adana DS,1,23/24
Süper Lig,Round 35,04/05/24,Kayserispor,2,Karagümrük,2,23/24
Süper Lig,Round 35,04/05/24,Samsunspor,3,Trabzonspor,1,23/24
Süper Lig,Round 35,05/05/24,Başakşehir,4,Kasımpaşa,1,23/24
Süper Lig,Round 35,05/05/24,Galatasaray,6,Sivasspor,1,23/24
Süper Lig,Round 35,05/05/24,Gaziantep,1,Hatayspor,1,23/24
Süper Lig,Round 35,06/05/24,Antalyaspor,1,Pendikspor,2,23/24
Süper Lig,Round 35,06/05/24,Konyaspor,0,Fenerbahçe,0,23/24
Süper Lig,Round 36,12/05/24,Adana DS,1,Gaziantep,6,23/24
Süper Lig,Round 36,12/05/24,Alanyaspor,1,Beşiktaş,1,23/24
Süper Lig,Round 36,12/05/24,Karagümrük,2,Galatasaray,3,23/24
Süper Lig,Round 36,12/05/24,Fenerbahçe,3,Kayserispor,0,23/24
Süper Lig,Round 36,12/05/24,Hatayspor,2,Ankaragücü,1,23/24
Süper Lig,Round 36,12/05/24,Kasımpaşa,3,Antalyaspor,1,23/24
Süper Lig,Round 36,12/05/24,Konyaspor,3,Samsunspor,0,23/24
Süper Lig,Round 36,12/05/24,Pendikspor,2,Rizespor,1,23/24
Süper Lig,Round 36,12/05/24,Sivasspor,0,Başakşehir,1,23/24
Süper Lig,Round 36,12/05/24,Trabzonspor,3,İstanbulspor,0,23/24
Süper Lig,Round 37,17/05/24,İstanbulspor,1,Sivasspor,3,23/24
Süper Lig,Round 37,17/05/24,Antalyaspor,2,Adana DS,1,23/24
Süper Lig,Round 37,18/05/24,Başakşehir,0,Trabzonspor,1,23/24
