League,Week,Date,Home Team,Home Goals,Away Team,Away Goals,Season
1.Lig,Round 18,13/01/24,Eyüpspor,2,Keçiörengücü,0,23/24
1.Lig,Round 18,14/01/24,Manisa,2,Kocaelispor,1,23/24
1.Lig,Round 18,14/01/24,Çorum,2,Beykoz Anadolu,1,23/24
1.Lig,Round 18,14/01/24,Ümraniyespor,1,Gençlerbirliği,1,23/24
1.Lig,Round 18,15/01/24,Altay,1,Şanlıurfaspor,0,23/24
1.Lig,Round 19,19/01/24,Giresunspor,0,Çorum,3,23/24
1.Lig,Round 19,20/01/24,Erzurumspor,1,Bodrum,0,23/24
1.Lig,Round 19,20/01/24,Boluspor,2,Bandırmaspor,1,23/24
1.Lig,Round 19,20/01/24,Kocaelispor,2,Eyüpspor,1,23/24
1.Lig,Round 19,21/01/24,Beykoz Anadolu,2,Altay,0,23/24
1.Lig,Round 19,21/01/24,Keçiörengücü,1,Manisa,1,23/24
1.Lig,Round 19,21/01/24,Şanlıurfaspor,4,Adanaspor,0,23/24
1.Lig,Round 19,21/01/24,Gençlerbirliği,3,Sakaryasporx2,1,23/24
1.Lig,Round 19,22/01/24,Göztepe,4,Ümraniyespor,1,23/24
1.Lig,Round 20,26/01/24,Adanaspor,1,Keçiörengücü,2,23/24
1.Lig,Round 20,27/01/24,Manisax2,0,Erzurumspor,2,23/24
1.Lig,Round 20,27/01/24,Çorum,1,Göztepe,1,23/24
1.Lig,Round 20,27/01/24,Eyüpspor,4,Beykoz Anadolu,0,23/24
1.Lig,Round 20,28/01/24,Bandırmaspor,6,Giresunspor,0,23/24
1.Lig,Round 20,28/01/24,Bodrum,1,Gençlerbirliği,0,23/24
1.Lig,Round 20,28/01/24,Ümraniyespor,1,Sakaryaspor,1,23/24
1.Lig,Round 20,28/01/24,Altay,0,Kocaelispor,2,23/24
1.Lig,Round 20,29/01/24,Şanlıurfaspor,0,Boluspor,1,23/24
1.Lig,Round 21,02/02/24,Sakaryaspor,1,Bandırmaspor,0,23/24
1.Lig,Round 21,03/02/24,Keçiörengücü,1,Boluspor,2,23/24
1.Lig,Round 21,03/02/24,Ümraniyespor,1,Bodrum,2,23/24
1.Lig,Round 21,03/02/24,Kocaelispor,1,Adanaspor,0,23/24
1.Lig,Round 21,03/02/24,Göztepe,4,Altay,0,23/24
1.Lig,Round 21,04/02/24,Beykoz Anadolu,2,Manisa,1,23/24
1.Lig,Round 21,04/02/24,Erzurumspor,2,Şanlıurfaspor,0,23/24
1.Lig,Round 21,04/02/24,Gençlerbirliği,0,Çorum,0,23/24
1.Lig,Round 21,04/02/24,Giresunspor,0,Eyüpspor,0,23/24
1.Lig,Round 22,09/02/24,Çorum,0,Ümraniyespor,1,23/24
1.Lig,Round 22,10/02/24,Bodrum,0,Sakaryaspor,0,23/24
1.Lig,Round 22,10/02/24,Şanlıurfaspor,0,Keçiörengücü,1,23/24
1.Lig,Round 22,10/02/24,Altay,0,Erzurumspor,0,23/24
1.Lig,Round 22,11/02/24,Adanaspor,2,Beykoz Anadolu,1,23/24
1.Lig,Round 22,11/02/24,Bandırmaspor,0,Göztepe,2,23/24
1.Lig,Round 22,11/02/24,Boluspor,1,Kocaelispor,1,23/24
1.Lig,Round 22,11/02/24,Manisa,2,Giresunspor,0,23/24
1.Lig,Round 22,12/02/24,Eyüpspor,1,Gençlerbirliği,0,23/24
1.Lig,Round 23,16/02/24,Göztepe,0,Manisa,0,23/24
1.Lig,Round 23,17/02/24,Beykoz Anadolu,1,Boluspor,2,23/24
1.Lig,Round 23,17/02/24,Giresunspor,0,Keçiörengücü,1,23/24
1.Lig,Round 23,17/02/24,Kocaelispor,0,Şanlıurfaspor,1,23/24
1.Lig,Round 23,18/02/24,Bodrum,3,Altay,0,23/24
1.Lig,Round 23,18/02/24,Erzurumspor,1,Adanaspor,0,23/24
1.Lig,Round 23,18/02/24,Sakaryaspor,3,Çorum,1,23/24
1.Lig,Round 23,18/02/24,Ümraniyespor,1,Eyüpspor,3,23/24
1.Lig,Round 23,19/02/24,Gençlerbirliği,0,Bandırmaspor,1,23/24
1.Lig,Round 24,23/02/24,Altay,1,Giresunspor,0,23/24
1.Lig,Round 24,24/02/24,Bandırmaspor,4,Ümraniyespor,1,23/24
1.Lig,Round 24,24/02/24,Çorum,2,Bodrum,1,23/24
1.Lig,Round 24,24/02/24,Adanaspor,0,Göztepe,3,23/24
1.Lig,Round 24,25/02/24,Boluspor,1,Erzurumspor,0,23/24
1.Lig,Round 24,25/02/24,Keçiörengücü,2,Kocaelispor,2,23/24
1.Lig,Round 24,25/02/24,Manisax2,1,Gençlerbirliği,1,23/24
1.Lig,Round 24,25/02/24,Eyüpspor,3,Sakaryaspor,2,23/24
1.Lig,Round 24,26/02/24,Şanlıurfaspor,0,Beykoz Anadolu,0,23/24
1.Lig,Round 25,01/03/24,Ümraniyespor,2,Altay,0,23/24
1.Lig,Round 25,02/03/24,Beykoz Anadolu,1,Keçiörengücü,1,23/24
1.Lig,Round 25,02/03/24,Bodrum,0,Eyüpspor,1,23/24
1.Lig,Round 25,02/03/24,Erzurumspor,0,Kocaelispor,0,23/24
1.Lig,Round 25,02/03/24,Sakaryaspor,2,Manisa,0,23/24
1.Lig,Round 25,03/03/24,Giresunspor,0,Adanaspor,1,23/24
1.Lig,Round 25,03/03/24,Göztepe,2,Boluspor,0,23/24
1.Lig,Round 25,03/03/24,Çorum,0,Bandırmaspor,0,23/24
1.Lig,Round 25,04/03/24,Gençlerbirliği,1,Şanlıurfaspor,1,23/24
1.Lig,Round 26,08/03/24,Boluspor,2,Giresunspor,1,23/24
1.Lig,Round 26,09/03/24,Bandırmaspor,0,Bodrum,0,23/24
1.Lig,Round 26,09/03/24,Adanaspor,0,Sakaryaspor,0,23/24
1.Lig,Round 26,09/03/24,Eyüpspor,0,Çorum,1,23/24
1.Lig,Round 26,10/03/24,Altay,0,Gençlerbirliği,4,23/24
1.Lig,Round 26,10/03/24,Keçiörengücü,0,Erzurumspor,2,23/24
1.Lig,Round 26,10/03/24,Şanlıurfaspor,0,Göztepe,1,23/24
1.Lig,Round 26,10/03/24,Kocaelispor,1,Beykoz Anadolu,2,23/24
1.Lig,Round 26,11/03/24,Manisa,3,Ümraniyespor,2,23/24
1.Lig,Round 27,15/03/24,Gençlerbirliği,2,Kocaelispor,0,23/24
1.Lig,Round 27,16/03/24,Bandırmaspor,2,Eyüpspor,3,23/24
1.Lig,Round 27,16/03/24,Çorum,4,Manisa,3,23/24
1.Lig,Round 27,16/03/24,Göztepe,0,Keçiörengücü,0,23/24
1.Lig,Round 27,17/03/24,Bodrum,1,Boluspor,1,23/24
1.Lig,Round 27,17/03/24,Erzurumspor,1,Beykoz Anadolu,0,23/24
1.Lig,Round 27,17/03/24,Giresunspor,0,Şanlıurfaspor,6,23/24
1.Lig,Round 27,17/03/24,Ümraniyespor,2,Adanaspor,0,23/24
1.Lig,Round 27,17/03/24,Sakaryaspor,2,Altay,0,23/24
1.Lig,Round 28,02/04/24,Keçiörengücü,1,Çorum,2,23/24
1.Lig,Round 28,02/04/24,Şanlıurfaspor,2,Sakaryaspor,0,23/24
1.Lig,Round 28,02/04/24,Boluspor,1,Gençlerbirliği,2,23/24
1.Lig,Round 28,02/04/24,Manisa,0,Bodrum,1,23/24
1.Lig,Round 28,03/04/24,Beykoz Anadolu,1,Ümraniyespor,1,23/24
1.Lig,Round 28,03/04/24,Adanaspor,1,Eyüpspor,0,23/24
1.Lig,Round 28,03/04/24,Altay,0,Bandırmaspor,6,23/24
1.Lig,Round 28,03/04/24,Kocaelispor,3,Göztepe,2,23/24
1.Lig,Round 28,04/04/24,Erzurumspor,2,Giresunspor,1,23/24
1.Lig,Round 29,06/04/24,Bodrum,0,Keçiörengücü,0,23/24
1.Lig,Round 29,06/04/24,Ümraniyespor,0,Şanlıurfaspor,1,23/24
1.Lig,Round 29,06/04/24,Sakaryaspor,2,Boluspor,0,23/24
1.Lig,Round 29,07/04/24,Bandırmaspor,1,Manisa,1,23/24
1.Lig,Round 29,07/04/24,Çorum,1,Kocaelispor,1,23/24
1.Lig,Round 29,07/04/24,Eyüpspor,4,Altay,1,23/24
1.Lig,Round 29,07/04/24,Gençlerbirliği,1,Adanaspor,1,23/24
1.Lig,Round 29,08/04/24,Giresunspor,0,Beykoz Anadolu,3,23/24
1.Lig,Round 29,08/04/24,Göztepe,3,Erzurumspor,0,23/24
1.Lig,Round 30,12/04/24,Manisa,2,Eyüpspor,2,23/24
1.Lig,Round 30,13/04/24,Keçiörengücü,2,Gençlerbirliği,1,23/24
1.Lig,Round 30,13/04/24,Boluspor,1,Ümraniyespor,0,23/24
1.Lig,Round 30,13/04/24,Altay,1,Çorum,3,23/24
1.Lig,Round 30,14/04/24,Beykoz Anadolu,1,Göztepe,1,23/24
1.Lig,Round 30,14/04/24,Şanlıurfaspor,1,Bandırmaspor,1,23/24
1.Lig,Round 30,14/04/24,Kocaelispor,2,Giresunspor,0,23/24
1.Lig,Round 30,15/04/24,Erzurumspor,0,Sakaryaspor,0,23/24
1.Lig,Round 30,15/04/24,Adanaspor,1,Bodrum,1,23/24
1.Lig,Round 31,19/04/24,Altay,0,Manisa,2,23/24
1.Lig,Round 31,20/04/24,Bandırmaspor,1,Beykoz Anadolu,1,23/24
1.Lig,Round 31,20/04/24,Giresunspor,0,Göztepe,3,23/24
1.Lig,Round 31,20/04/24,Eyüpspor,0,Boluspor,0,23/24
1.Lig,Round 31,21/04/24,Bodrum,2,Şanlıurfaspor,1,23/24
1.Lig,Round 31,21/04/24,Çorum,2,Adanaspor,0,23/24
1.Lig,Round 31,21/04/24,Gençlerbirliği,2,Erzurumspor,0,23/24
1.Lig,Round 31,21/04/24,Sakaryaspor,2,Keçiörengücü,1,23/24
1.Lig,Round 31,22/04/24,Ümraniyespor,1,Kocaelispor,0,23/24
1.Lig,Round 32,28/04/24,Adanaspor,1,Manisa,1,23/24
1.Lig,Round 32,28/04/24,Beykoz Anadolu,0,Bodrum,0,23/24
1.Lig,Round 32,28/04/24,Boluspor,3,Altay,1,23/24
1.Lig,Round 32,28/04/24,Erzurumspor,2,Çorum,1,23/24
1.Lig,Round 32,28/04/24,Giresunspor,2,Sakaryaspor,3,23/24
1.Lig,Round 32,28/04/24,Göztepe,2,Gençlerbirliği,0,23/24
1.Lig,Round 32,28/04/24,Keçiörengücü,4,Ümraniyespor,2,23/24
1.Lig,Round 32,28/04/24,Kocaelispor,3,Bandırmaspor,1,23/24
1.Lig,Round 32,28/04/24,Şanlıurfaspor,1,Eyüpspor,3,23/24
1.Lig,Round 33,04/05/24,Eyüpspor,0,Göztepe,3,23/24
1.Lig,Round 33,05/05/24,Altay,0,Adanaspor,2,23/24
1.Lig,Round 33,05/05/24,Bandırmaspor,2,Keçiörengücü,1,23/24
1.Lig,Round 33,05/05/24,Bodrum,3,Kocaelispor,0,23/24
1.Lig,Round 33,05/05/24,Çorum,1,Şanlıurfaspor,1,23/24
1.Lig,Round 33,05/05/24,Gençlerbirliği,1,Giresunspor,0,23/24
1.Lig,Round 33,05/05/24,Manisa,1,Boluspor,0,23/24
1.Lig,Round 33,05/05/24,Sakaryaspor,0,Beykoz Anadolu,2,23/24
1.Lig,Round 33,05/05/24,Ümraniyespor,2,Erzurumspor,0,23/24
1.Lig,Round 34,10/05/24,Keçiörengücü,1,Altay,1,23/24
1.Lig,Round 34,10/05/24,Giresunspor,1,Ümraniyespor,2,23/24
1.Lig,Round 34,11/05/24,Adanaspor,1,Bandırmaspor,0,23/24
1.Lig,Round 34,11/05/24,Beykoz Anadolu,1,Gençlerbirliği,1,23/24
1.Lig,Round 34,11/05/24,Boluspor,2,Çorum,1,23/24
1.Lig,Round 34,11/05/24,Erzurumspor,0,Eyüpspor,4,23/24
1.Lig,Round 34,11/05/24,Göztepe,1,Bodrum,1,23/24
1.Lig,Round 34,11/05/24,Kocaelispor,0,Sakaryaspor,2,23/24
1.Lig,Round 34,11/05/24,Şanlıurfaspor,2,Manisa,0,23/24
1.Lig,Qualification round 1,16/05/24,Bodrum,2,Boluspor,0,23/24
1.Lig,Qualification round 1,16/05/24,Çorum,2,Kocaelispor,1,23/24
1.Lig,Qualification round 2,20/05/24,Çorum,1,Bodrum,1,23/24
1.Lig,Qualification round 2,24/05/24,Bodrum,0 (5),Çorum,0 (4),23/24
1.Lig,Final,30/05/24,Sakaryaspor,1,Bodrum,3,23/24
1.Lig,Round 1,09/08/24,Sakaryaspor,1,Keçiörengücü,1,24/25
1.Lig,Round 1,10/08/24,İstanbulspor,3,Manisa,2,24/25
1.Lig,Round 1,10/08/24,Yeni Malatyaspor,,Pendikspor,,24/25
1.Lig,Round 1,10/08/24,Adanaspor,2,Erokspor,1,24/25
1.Lig,Round 1,10/08/24,Kocaelispor,2,Gençlerbirliği,1,24/25
1.Lig,Round 1,11/08/24,Bandırmaspor,3,Erzurumspor,2,24/25
1.Lig,Round 1,11/08/24,Boluspor,0,Iğdır,1,24/25
1.Lig,Round 1,11/08/24,Karagümrük,0,Amed,0,24/25
1.Lig,Round 1,11/08/24,Ankaragücü,2,Şanlıurfaspor,0,24/25
1.Lig,Round 1,12/08/24,Ümraniyespor,3,Çorum,0,24/25
1.Lig,Round 2,16/08/24,Pendikspor,1,Kocaelispor,2,24/25
1.Lig,Round 2,17/08/24,Keçiörengücü,1,Bandırmaspor,2,24/25
1.Lig,Round 2,17/08/24,Erzurumspor,1,Ankaragücü,0,24/25
1.Lig,Round 2,17/08/24,Erokspor,,Yeni Malatyaspor,,24/25
1.Lig,Round 2,17/08/24,Manisa,2,Sakaryaspor,2,24/25
1.Lig,Round 2,18/08/24,Iğdır,6,Adanaspor,1,24/25
1.Lig,Round 2,18/08/24,Çorum,2,Karagümrük,2,24/25
1.Lig,Round 2,18/08/24,Gençlerbirliği,1,Boluspor,1,24/25
1.Lig,Round 2,18/08/24,Şanlıurfaspor,3,Ümraniyespor,1,24/25
1.Lig,Round 2,19/08/24,Amed,0,İstanbulspor,1,24/25
1.Lig,Round 2,24/09/24,Erokspor,2,Yeni Malatyaspor,1,24/25
1.Lig,Round 3,23/08/24,Kocaelispor,1,Erzurumspor,0,24/25
1.Lig,Round 3,24/08/24,Iğdır,0,Gençlerbirliği,0,24/25
1.Lig,Round 3,24/08/24,Karagümrük,0,Manisa,2,24/25
1.Lig,Round 3,24/08/24,Boluspor,2,Erokspor,1,24/25
1.Lig,Round 3,24/08/24,Ankaragücü,0,Ümraniyespor,1,24/25
1.Lig,Round 3,25/08/24,Bandırmaspor,0,Çorum,0,24/25
1.Lig,Round 3,25/08/24,Adanaspor,3,Pendikspor,4,24/25
1.Lig,Round 3,25/08/24,Yeni Malatyaspor,0,Keçiörengücü,1,24/25
1.Lig,Round 3,26/08/24,İstanbulspor,3,Şanlıurfaspor,0,24/25
1.Lig,Round 3,28/08/24,Sakaryaspor,0,Amed,0,24/25
1.Lig,Round 4,30/08/24,Erokspor,1,Gençlerbirliği,2,24/25
1.Lig,Round 4,30/08/24,Manisa,0,Adanaspor,0,24/25
1.Lig,Round 4,31/08/24,Keçiörengücü,1,Boluspor,1,24/25
1.Lig,Round 4,31/08/24,Ümraniyespor,2,Karagümrük,2,24/25
1.Lig,Round 4,31/08/24,Çorum,1,Sakaryaspor,1,24/25
1.Lig,Round 4,31/08/24,Şanlıurfaspor,3,Bandırmaspor,2,24/25
1.Lig,Round 4,01/09/24,Erzurumspor,3,Yeni Malatyaspor,0,24/25
1.Lig,Round 4,01/09/24,Ankaragücü,2,İstanbulspor,1,24/25
1.Lig,Round 4,01/09/24,Pendikspor,0,Iğdır,2,24/25
1.Lig,Round 4,02/09/24,Amed,3,Kocaelisporx2,0,24/25
1.Lig,Round 5,13/09/24,Boluspor,1,Pendikspor,2,24/25
1.Lig,Round 5,14/09/24,Bandırmaspor,0,Amed,1,24/25
1.Lig,Round 5,14/09/24,Yeni Malatyaspor,0,Çorum,4,24/25
1.Lig,Round 5,14/09/24,İstanbulspor,3,Ümraniyespor,0,24/25
1.Lig,Round 5,14/09/24,Sakaryaspor,2,Şanlıurfaspor,0,24/25
1.Lig,Round 5,15/09/24,Karagümrük,3,Ankaragücü,2,24/25
1.Lig,Round 5,15/09/24,Iğdır,1,Erokspor,2,24/25
1.Lig,Round 5,15/09/24,Gençlerbirliği,1,Erzurumspor,0,24/25
1.Lig,Round 5,15/09/24,Kocaelisporx2,1,Manisa,2,24/25
1.Lig,Round 5,16/09/24,Adanaspor,1,Keçiörengücü,1,24/25
1.Lig,Round 6,20/09/24,Erzurumspor,2,Erokspor,0,24/25
1.Lig,Round 6,20/09/24,Manisa,5,Yeni Malatyaspor,1,24/25
1.Lig,Round 6,21/09/24,Pendikspor,0,Gençlerbirliği,1,24/25
1.Lig,Round 6,21/09/24,Amed,1,Boluspor,1,24/25
1.Lig,Round 6,21/09/24,Ankaragücü,2,Sakaryaspor,1,24/25
1.Lig,Round 6,22/09/24,Keçiörengücü,2,Iğdır,0,24/25
1.Lig,Round 6,22/09/24,Ümraniyespor,5,Adanaspor,2,24/25
1.Lig,Round 6,22/09/24,Çorum,0,Kocaelispor,2,24/25
1.Lig,Round 6,22/09/24,İstanbulspor,0,Bandırmaspor,0,24/25
1.Lig,Round 6,23/09/24,Şanlıurfaspor,1,Karagümrük,3,24/25
1.Lig,Round 7,27/09/24,Iğdır,1,Erzurumspor,2,24/25
1.Lig,Round 7,28/09/24,Bandırmaspor,2,Ankaragücü,0,24/25
1.Lig,Round 7,28/09/24,Boluspor,2,Manisa,0,24/25
1.Lig,Round 7,28/09/24,Gençlerbirliği,0,Keçiörengücü,1,24/25
1.Lig,Round 7,29/09/24,Sakaryaspor,1,Ümraniyespor,3,24/25
1.Lig,Round 7,29/09/24,Yeni Malatyaspor,2,Amed,4,24/25
1.Lig,Round 7,29/09/24,Adanaspor,0,Çorum,2,24/25
1.Lig,Round 7,29/09/24,Erokspor,4,Pendikspor,0,24/25
1.Lig,Round 7,30/09/24,Karagümrük,1,İstanbulspor,0,24/25
1.Lig,Round 7,30/09/24,Kocaelispor,0,Şanlıurfaspor,0,24/25
1.Lig,Round 8,04/10/24,Çorum,0,Iğdır,0,24/25
1.Lig,Round 8,04/10/24,Erzurumspor,1,Boluspor,0,24/25
1.Lig,Round 8,05/10/24,Ümraniyespor,1,Bandırmaspor,1,24/25
1.Lig,Round 8,05/10/24,Ankaragücü,0,Adanaspor,0,24/25
1.Lig,Round 8,05/10/24,Karagümrük,4,Sakaryaspor,0,24/25
1.Lig,Round 8,05/10/24,Şanlıurfaspor,3,Yeni Malatyaspor,0,24/25
1.Lig,Round 8,06/10/24,Keçiörengücü,1,Pendikspor,1,24/25
1.Lig,Round 8,06/10/24,Manisa,1,Gençlerbirliği,0,24/25
1.Lig,Round 8,06/10/24,Amed,0,Erokspor,4,24/25
1.Lig,Round 8,06/10/24,İstanbulspor,0,Kocaelispor,3,24/25
1.Lig,Round 9,18/10/24,Yeni Malatyaspor,0,Ankaragücü,3,24/25
1.Lig,Round 9,19/10/24,Bandırmaspor,1,Karagümrük,0,24/25
1.Lig,Round 9,19/10/24,Gençlerbirliği,1,Amed,1,24/25
1.Lig,Round 9,19/10/24,Adanaspor,1,Şanlıurfaspor,4,24/25
1.Lig,Round 9,19/10/24,Kocaelispor,1,Ümraniyespor,0,24/25
1.Lig,Round 9,20/10/24,Pendikspor,0,Erzurumspor,0,24/25
1.Lig,Round 9,20/10/24,Boluspor,2,Çorum,0,24/25
1.Lig,Round 9,20/10/24,Iğdır,1,Manisa,0,24/25
1.Lig,Round 9,20/10/24,Sakaryaspor,3,İstanbulspor,1,24/25
1.Lig,Round 9,21/10/24,Erokspor,2,Keçiörengücü,2,24/25
1.Lig,Round 10,25/10/24,Karagümrük,4,Adanaspor,0,24/25
1.Lig,Round 10,26/10/24,Çorum,1,Gençlerbirliği,0,24/25
1.Lig,Round 10,26/10/24,Ümraniyespor,2,Yeni Malatyaspor,0,24/25
1.Lig,Round 10,26/10/24,Şanlıurfaspor,3,Iğdır,3,24/25
1.Lig,Round 10,26/10/24,Ankaragücü,4,Kocaelispor,2,24/25
1.Lig,Round 10,27/10/24,Bandırmaspor,3,Sakaryaspor,2,24/25
1.Lig,Round 10,27/10/24,Amed,0,Pendikspor,1,24/25
1.Lig,Round 10,27/10/24,Erzurumspor,4,Keçiörengücü,0,24/25
1.Lig,Round 10,27/10/24,İstanbulspor,1,Boluspor,2,24/25
1.Lig,Round 10,28/10/24,Manisa,0,Erokspor,1,24/25
1.Lig,Round 11,01/11/24,Boluspor,3,Ümraniyespor,0,24/25
1.Lig,Round 11,02/11/24,Keçiörengücü,2,Çorum,3,24/25
1.Lig,Round 11,02/11/24,Adanaspor,0,Bandırmaspor,1,24/25
1.Lig,Round 11,02/11/24,Erokspor,1,Şanlıurfaspor,1,24/25
1.Lig,Round 11,02/11/24,Kocaelispor,2,Karagümrük,1,24/25
1.Lig,Round 11,03/11/24,Yeni Malatyaspor,0,Sakaryaspor,2,24/25
1.Lig,Round 11,03/11/24,Erzurumspor,2,Amed,0,24/25
1.Lig,Round 11,03/11/24,Iğdır,1,Ankaragücü,0,24/25
1.Lig,Round 11,04/11/24,Gençlerbirliği,2,İstanbulspor,1,24/25
1.Lig,Round 11,04/11/24,Pendikspor,1,Manisa,0,24/25
1.Lig,Round 12,08/11/24,Ankaragücü,3,Erokspor,0,24/25
1.Lig,Round 12,08/11/24,Ümraniyespor,0,Iğdır,1,24/25
1.Lig,Round 12,09/11/24,İstanbulspor,0,Adanaspor,0,24/25
1.Lig,Round 12,09/11/24,Amed,0,Keçiörengücü,0,24/25
1.Lig,Round 12,09/11/24,Karagümrük,6,Yeni Malatyaspor,1,24/25
1.Lig,Round 12,09/11/24,Çorum,1,Pendikspor,0,24/25
1.Lig,Round 12,10/11/24,Bandırmaspor,2,Boluspor,0,24/25
1.Lig,Round 12,10/11/24,Şanlıurfaspor,3,Gençlerbirliği,1,24/25
1.Lig,Round 12,10/11/24,Manisa,2,Erzurumspor,0,24/25
1.Lig,Round 12,10/11/24,Sakaryaspor,0,Kocaelispor,1,24/25
1.Lig,Round 13,22/11/24,Pendikspor,2,Ümraniyespor,2,24/25
1.Lig,Round 13,23/11/24,Keçiörengücü,4,Manisa,0,24/25
1.Lig,Round 13,23/11/24,Yeni Malatyaspor,1,İstanbulspor,4,24/25
1.Lig,Round 13,23/11/24,Boluspor,1,Şanlıurfaspor,0,24/25
1.Lig,Round 13,23/11/24,Gençlerbirliği,1,Ankaragücü,0,24/25
1.Lig,Round 13,24/11/24,Erzurumspor,1,Karagümrük,3,24/25
1.Lig,Round 13,24/11/24,Adanaspor,1,Sakaryaspor,1,24/25
1.Lig,Round 13,24/11/24,Erokspor,2,Çorum,2,24/25
1.Lig,Round 13,24/11/24,Kocaelispor,2,Bandırmaspor,2,24/25
1.Lig,Round 13,25/11/24,Iğdır,1,Amed,1,24/25
1.Lig,Round 14,29/11/24,Kocaelispor,2,Adanaspor,0,24/25
1.Lig,Round 14,30/11/24,Amed,3,Manisa,2,24/25
1.Lig,Round 14,30/11/24,Bandırmaspor,2,Yeni Malatyaspor,0,24/25
1.Lig,Round 14,30/11/24,İstanbulspor,4,Iğdır,0,24/25
1.Lig,Round 14,30/11/24,Çorum,0,Erzurumspor,1,24/25
1.Lig,Round 14,01/12/24,Ümraniyespor,3,Gençlerbirliği,3,24/25
1.Lig,Round 14,01/12/24,Ankaragücü,1,Pendikspor,1,24/25
1.Lig,Round 14,01/12/24,Şanlıurfaspor,0,Keçiörengücü,2,24/25
1.Lig,Round 14,01/12/24,Karagümrük,1,Erokspor,0,24/25
1.Lig,Round 14,02/12/24,Sakaryaspor,2,Boluspor,1,24/25
1.Lig,Round 15,07/12/24,Erzurumspor,1,Adanaspor,0,24/25
1.Lig,Round 15,07/12/24,Yeni Malatyaspor,1,Kocaelispor,3,24/25
1.Lig,Round 15,07/12/24,Manisa,0,Çorum,1,24/25
1.Lig,Round 15,07/12/24,Iğdır,0,Bandırmaspor,1,24/25
1.Lig,Round 15,08/12/24,Keçiörengücü,2,İstanbulspor,1,24/25
1.Lig,Round 15,08/12/24,Boluspor,2,Ankaragücü,3,24/25
1.Lig,Round 15,08/12/24,Gençlerbirliği,1,Karagümrük,0,24/25
1.Lig,Round 15,08/12/24,Pendikspor,3,Sakaryaspor,0,24/25
1.Lig,Round 15,09/12/24,Amed,2,Şanlıurfaspor,1,24/25
1.Lig,Round 15,09/12/24,Erokspor,0,Ümraniyespor,1,24/25
1.Lig,Round 16,13/12/24,Adanaspor,3,Yeni Malatyaspor,1,24/25
1.Lig,Round 16,13/12/24,Ankaragücü,0,Manisa,1,24/25
1.Lig,Round 16,14/12/24,İstanbulspor,3,Erzurumspor,2,24/25
1.Lig,Round 16,14/12/24,Şanlıurfaspor,2,Pendikspor,1,24/25
1.Lig,Round 16,14/12/24,Karagümrük,2,Boluspor,2,24/25
1.Lig,Round 16,14/12/24,Sakaryaspor,2,Iğdır,1,24/25
1.Lig,Round 16,15/12/24,Bandırmaspor,2,Gençlerbirliği,2,24/25
1.Lig,Round 16,15/12/24,Çorum,1,Amed,1,24/25
1.Lig,Round 16,15/12/24,Ümraniyespor,1,Keçiörengücü,2,24/25
1.Lig,Round 16,15/12/24,Kocaelispor,0,Erokspor,2,24/25
1.Lig,Round 17,21/12/24,Erzurumspor,0,Sakaryaspor,0,24/25
1.Lig,Round 17,21/12/24,Iğdır,3,Yeni Malatyaspor,0,24/25
1.Lig,Round 17,21/12/24,Manisa,2,Şanlıurfaspor,1,24/25
1.Lig,Round 17,21/12/24,Pendikspor,1,İstanbulspor,1,24/25
1.Lig,Round 17,22/12/24,Keçiörengücü,0,Karagümrük,1,24/25
1.Lig,Round 17,22/12/24,Boluspor,1,Kocaelispor,3,24/25
1.Lig,Round 17,22/12/24,Erokspor,1,Bandırmaspor,1,24/25
1.Lig,Round 17,22/12/24,Çorum,1,Ankaragücü,1,24/25
1.Lig,Round 17,23/12/24,Amed,2,Ümraniyespor,0,24/25
1.Lig,Round 17,23/12/24,Gençlerbirliği,0,Adanaspor,2,24/25
1.Lig,Round 18,03/01/25,Kocaelispor,3,Iğdır,0,24/25
1.Lig,Round 18,04/01/25,Şanlıurfaspor,0,Çorum,0,24/25
1.Lig,Round 18,04/01/25,Yeni Malatyaspor,2,Boluspor,4,24/25
1.Lig,Round 18,04/01/25,Ankaragücü,2,Keçiörengücü,0,24/25
1.Lig,Round 18,04/01/25,Karagümrük,0,Pendikspor,2,24/25
1.Lig,Round 18,05/01/25,Bandırmaspor,2,Manisa,3,24/25
1.Lig,Round 18,05/01/25,Ümraniyespor,0,Erzurumspor,0,24/25
1.Lig,Round 18,05/01/25,İstanbulspor,4,Erokspor,0,24/25
1.Lig,Round 18,05/01/25,Adanaspor,0,Amed,0,24/25
1.Lig,Round 18,06/01/25,Sakaryaspor,0,Gençlerbirliği,0,24/25
1.Lig,Round 19,10/01/25,Pendikspor,1,Bandırmaspor,1,24/25
1.Lig,Round 19,11/01/25,Iğdır,0,Karagümrük,1,24/25
1.Lig,Round 19,11/01/25,Erokspor,1,Sakaryaspor,1,24/25
1.Lig,Round 19,12/01/25,Erzurumspor,0,Şanlıurfaspor,1,24/25
1.Lig,Round 19,12/01/25,Keçiörengücü,0,Kocaelispor,1,24/25
1.Lig,Round 19,12/01/25,Amed,1,Ankaragücü,0,24/25
1.Lig,Round 19,12/01/25,Boluspor,3,Adanaspor,1,24/25
1.Lig,Round 19,12/01/25,Gençlerbirliği,3,Yeni Malatyasporx2,0,24/25
1.Lig,Round 19,13/01/25,Çorum,3,İstanbulspor,1,24/25
1.Lig,Round 19,13/01/25,Manisa,0,Ümraniyespor,3,24/25
